iter	Passed	Remaining
919	2088	181
920	2090	179
921	2092	177
922	2094	174
923	2096	172
924	2101	170
925	2104	168
926	2109	166
927	2112	163
928	2115	161
929	2119	159
930	2122	157
931	2125	155
932	2128	152
933	2131	150
934	2134	148
935	2136	146
936	2139	143
937	2142	141
938	2146	139
939	2150	137
940	2152	134
941	2155	132
942	2157	130
943	2159	128
944	2160	125
945	2162	123
946	2164	121
947	2165	118
948	2167	116
949	2168	114
950	2170	111
951	2171	109
952	2172	107
953	2174	104
954	2175	102
955	2177	100
956	2179	97
957	2180	95
958	2182	93
959	2183	90
960	2184	88
961	2186	86
962	2187	84
963	2189	81
964	2190	79
965	2191	77
966	2193	74
967	2195	72
968	2197	70
969	2198	67
970	2199	65
971	2201	63
972	2202	61
973	2204	58
974	2206	56
975	2208	54
976	2209	52
977	2211	49
978	2213	47
979	2214	45
980	2216	42
981	2217	40
982	2219	38
983	2222	36
984	2224	33
985	2225	31
986	2227	29
987	2228	27
988	2230	24
989	2231	22
990	2233	20
991	2234	18
992	2235	15
993	2237	13
994	2238	11
995	2240	8
996	2241	6
997	2243	4
998	2244	2
999	2246	0
