iter	Logloss
201	0.4519493662
202	0.4518887866
203	0.45183357
204	0.4517768856
205	0.4517068016
206	0.4516258053
207	0.451571289
208	0.4515275079
209	0.4514855112
210	0.4514137651
211	0.451322642
212	0.4511919148
213	0.4511037681
214	0.4509939617
215	0.4509143786
216	0.4508592258
217	0.4507897371
218	0.4507543832
219	0.4507112937
220	0.4506321993
221	0.4505487509
222	0.4504743807
223	0.4504423072
224	0.4503646839
225	0.4503199724
226	0.4502592961
227	0.4501660709
228	0.4500943638
229	0.4500208982
230	0.4499818639
231	0.4499312448
232	0.4498227536
233	0.4497515183
234	0.4496833352
235	0.4496256185
236	0.4495748417
237	0.449475692
238	0.4493780526
239	0.4493173698
240	0.4492377583
241	0.4492122756
242	0.4491208672
243	0.4490558141
244	0.4489871207
245	0.4489358903
246	0.4488896649
247	0.4488059941
248	0.4486999326
249	0.4486368916
250	0.4485382222
251	0.4485381551
252	0.4484489879
253	0.4484015805
254	0.4482880947
255	0.4481924859
256	0.4481426592
257	0.4480660527
258	0.448019873
259	0.4479523527
260	0.447838643
261	0.4477634817
262	0.4476621684
263	0.4475822956
264	0.4475044833
265	0.4473734043
266	0.4473015675
267	0.447243272
268	0.447140644
269	0.4470327567
270	0.4469568507
271	0.4469199835
272	0.4468442351
273	0.4467747432
274	0.4467444278
275	0.4466844487
276	0.4466140366
277	0.4465247809
278	0.4464704832
279	0.4463949472
280	0.4463170441
281	0.4461916177
282	0.4460892275
283	0.4460078424
284	0.4459600888
285	0.4458954961
286	0.4458154165
287	0.4457139842
288	0.445645381
289	0.4455540493
290	0.4454062075
291	0.4453666435
292	0.4452938336
293	0.4452051031
294	0.4451285333
295	0.4450368432
296	0.4449960773
297	0.4448854929
298	0.4448194655
299	0.4446533652
300	0.444553389
301	0.4444666825
302	0.4444009217
303	0.4443683966
304	0.4442684484
305	0.444194557
306	0.4441053078
307	0.4440243277
308	0.4439183314
309	0.4437990316
310	0.4437329397
311	0.4436404622
312	0.4435493616
313	0.4434202867
314	0.4433105804
315	0.4432295525
316	0.4431403012
317	0.4430238782
318	0.4429221884
319	0.4428086333
320	0.4427476681
321	0.4426753246
322	0.4425785198
323	0.4425283592
324	0.4424208962
325	0.4423325493
326	0.4422586452
327	0.442150783
328	0.4420625262
329	0.4419521296
330	0.4418573873
331	0.4417426568
332	0.4416607862
333	0.4415898157
334	0.4414815083
335	0.4413869469
336	0.4412907337
337	0.4412026365
338	0.4410878451
339	0.441002007
340	0.4409187287
341	0.4408521425
342	0.4407480763
343	0.4406810767
344	0.4405820153
345	0.4405001397
346	0.440405126
347	0.4402790034
348	0.4401869282
349	0.4401011961
350	0.4400402546
351	0.4399546825
352	0.4398872753
353	0.4398076667
354	0.4396968411
355	0.4396070096
356	0.4394923178
357	0.4394122517
358	0.4393288801
359	0.4392187368
360	0.439151364
361	0.4390574166
362	0.4389589968
363	0.4389030051
364	0.4387909849
365	0.4387173724
366	0.4386339633
367	0.4385439564
368	0.4384348513
369	0.4383610088
370	0.4382696413
371	0.4382042719
372	0.4381257903
373	0.438047819
374	0.4379496383
375	0.4378856978
376	0.4378057539
377	0.4377305626
378	0.4376521535
379	0.4375791632
380	0.4374762726
381	0.4373893837
382	0.4373020466
383	0.4372156012
384	0.4371455409
385	0.4370488978
386	0.4369940363
387	0.4369163811
388	0.4368504099
389	0.4367590707
390	0.43670373
391	0.4366520728
392	0.4365528891
393	0.4364706665
394	0.4363903157
395	0.4363075032
396	0.4362189341
397	0.4361223172
398	0.4360282393
399	0.435928856
400	0.4358532333
401	0.4357639199
402	0.4356963531
403	0.4355953608
404	0.4354697676
405	0.4354009911
406	0.4353062203
407	0.4352513979
408	0.4351690637
409	0.4350698515
410	0.4349923745
411	0.4349178043
412	0.4348462335
413	0.434790491
414	0.4346842971
415	0.4346072165
416	0.4345314394
417	0.4344575324
418	0.4343636297
419	0.4343103879
420	0.4342589838
421	0.4341743808
422	0.4340793309
423	0.4340199234
424	0.4339230414
425	0.4338371932
426	0.4337584539
427	0.4336912545
428	0.4336158926
429	0.4335330997
430	0.4334493418
431	0.4333776069
432	0.433337675
433	0.4332681246
434	0.4332256255
435	0.4331118226
436	0.4330454934
437	0.4330060573
438	0.432937371
439	0.432862574
440	0.4327585323
441	0.4326778516
442	0.4326026463
443	0.4325235613
444	0.4324407365
445	0.4323642519
446	0.4322724732
447	0.4322039409
448	0.4321358719
449	0.4320763333
450	0.4320327863
451	0.4319271893
452	0.4318421855
453	0.4317786238
454	0.4316951744
455	0.431619287
456	0.4315483703
457	0.4315014725
458	0.4314673934
459	0.4313464717
460	0.4312688817
461	0.4312008677
462	0.4311195568
463	0.4310454178
464	0.4309825066
465	0.4308718297
466	0.4307869097
467	0.4306964948
468	0.4306192861
469	0.4305660295
470	0.4304823799
471	0.4304421666
472	0.4303883705
473	0.4302975199
474	0.4302049676
475	0.4301601469
476	0.4301120782
477	0.4300399888
478	0.4299541991
479	0.4298379577
480	0.4297926393
481	0.4296979017
482	0.4296444075
483	0.4295662883
484	0.4294645111
485	0.4293808637
486	0.4292796638
487	0.4291845537
488	0.4291035662
489	0.429051588
490	0.428990841
491	0.4289034339
492	0.4288467202
493	0.4287750526
494	0.4287201668
495	0.4285839655
496	0.4285400335
497	0.428463893
498	0.4283834176
499	0.4283177026
500	0.4282024391
501	0.4281144442
502	0.4280543243
503	0.4279996902
504	0.4279290165
505	0.4278264497
506	0.4277400895
507	0.4276543838
508	0.4275682269
509	0.4275019086
510	0.4274345162
511	0.427348848
512	0.427291565
513	0.4272143834
514	0.4271576798
515	0.4270873658
516	0.4270025561
517	0.4269153885
518	0.4268543792
519	0.4268149816
520	0.4267146027
521	0.4266781229
522	0.4265870552
523	0.4265124123
524	0.4264472121
525	0.4263786869
526	0.4263320688
527	0.4262674497
528	0.4262232002
529	0.4261408486
530	0.4260803104
531	0.4260163661
532	0.425943569
533	0.4258997969
534	0.4258401462
535	0.4257562906
536	0.4257155169
537	0.425660839
538	0.4255374782
539	0.4254752584
540	0.425377759
541	0.4252944418
542	0.4252058095
543	0.4251547105
544	0.4251098576
545	0.4250312999
546	0.4249549153
547	0.4248623596
548	0.4248177657
549	0.4247369898
550	0.4246513719
551	0.4245790448
552	0.4245027712
553	0.424447559
554	0.4243881314
555	0.4243322798
556	0.4242477556
557	0.4241615577
558	0.4240959189
559	0.4240102322
560	0.4239362711
561	0.4238548724
562	0.4237893234
563	0.4237232783
564	0.4236481048
565	0.4235792602
566	0.4235133416
567	0.4234436915
568	0.4233545385
569	0.4233031731
570	0.4232300444
571	0.4231502283
572	0.4230622848
573	0.4229847971
574	0.4228897573
575	0.4228346963
576	0.4227648601
577	0.4226606854
578	0.4225987
579	0.4225210843
580	0.4224428666
581	0.4223947039
582	0.4223530184
583	0.422258781
584	0.422203317
585	0.4221622833
586	0.422074561
587	0.4219699979
588	0.4218863865
589	0.4218319998
590	0.4217604466
591	0.4217107465
592	0.4216512814
593	0.4215761271
594	0.4215347145
595	0.4214489846
596	0.4213725483
597	0.4212862124
598	0.4212119906
599	0.4211489788
600	0.4210602754
601	0.4210158903
602	0.4209255565
603	0.4208619834
604	0.420794305
605	0.4207264795
606	0.4206369431
607	0.4205883535
608	0.4205362492
609	0.4204864359
610	0.42041557
611	0.4203450276
612	0.4202831823
613	0.4202467741
614	0.4201867851
615	0.4201350986
616	0.4200966846
617	0.4200247562
618	0.4199423448
619	0.4198740765
620	0.4198331877
621	0.4197553847
622	0.4196906783
623	0.4196138583
624	0.4195382143
625	0.4194886055
626	0.419401723
627	0.4193256202
628	0.4192741383
629	0.4192096669
630	0.4191511303
631	0.4190902667
632	0.4190214926
633	0.4189585155
634	0.4188755968
635	0.4187950882
636	0.418758746
637	0.4186862214
638	0.4186151065
639	0.4185456347
640	0.4184939379
641	0.4184232737
642	0.4183735243
643	0.418315702
644	0.4182669478
645	0.4182290401
646	0.4181572832
647	0.4181013615
648	0.4180426669
649	0.4179780699
650	0.4179114161
651	0.4178563962
652	0.4177972226
653	0.4177693919
654	0.4176932764
655	0.417630502
656	0.417556273
657	0.4174792781
658	0.4173814078
659	0.4173176352
660	0.4172230024
661	0.4171595374
662	0.4171125073
663	0.4170376279
664	0.4169700281
665	0.4168794625
666	0.4168158007
667	0.4167528419
668	0.416694545
669	0.4166004058
670	0.4165496781
671	0.4164658017
672	0.4163952758
673	0.4163237921
674	0.4162531363
675	0.4161950522
676	0.416142072
677	0.4160763161
678	0.4160043686
679	0.4159392283
680	0.4159109187
681	0.4158430185
682	0.4157749426
683	0.4157378752
684	0.4156928541
685	0.4156187777
686	0.4155506408
687	0.4155128951
688	0.4154705508
689	0.4153838974
690	0.4152978327
691	0.4152265494
692	0.415190392
693	0.415150577
694	0.4150697706
695	0.4150001345
696	0.4149322289
697	0.4148830272
698	0.4148051699
699	0.4147642544
700	0.414721079
701	0.4146440561
702	0.4145721092
703	0.4145164426
704	0.4144373133
705	0.4144074721
706	0.4143619364
707	0.4142963852
708	0.4142229102
709	0.4141367174
710	0.4141091019
711	0.414066503
712	0.4140098349
713	0.4139637128
714	0.4138869145
715	0.4138484564
716	0.4137384582
717	0.4136766167
718	0.4136091691
719	0.4135614758
720	0.4134899257
721	0.4134386387
722	0.413335167
723	0.4132715746
724	0.4132426808
725	0.4131803214
726	0.4131161627
727	0.4130275145
728	0.4129199689
729	0.4128693007
730	0.4128589314
731	0.4128199518
732	0.4127488502
733	0.4126812197
734	0.4125983378
735	0.4125364406
736	0.412492987
737	0.412457364
738	0.412397125
739	0.4123139206
740	0.4122516099
741	0.4121752831
742	0.4121131797
743	0.4120182833
744	0.4119534098
745	0.4118812471
746	0.4118202587
747	0.4117632905
748	0.4117205386
749	0.411652445
750	0.4115943727
751	0.4115260813
752	0.4114296982
753	0.4113528337
754	0.4112720639
755	0.4112445624
756	0.4111633933
757	0.4111235337
758	0.4110422161
759	0.4110033213
760	0.4109690112
761	0.4109028886
762	0.4108427592
763	0.4107663637
764	0.4107227071
765	0.4106818105
766	0.4106095654
767	0.4105366876
768	0.410427421
769	0.410325362
770	0.4102347523
771	0.4102020368
772	0.4101394712
773	0.4101141661
774	0.4100284694
775	0.4099870569
776	0.4099203822
777	0.4098590179
778	0.4097973643
779	0.409782843
780	0.4096989624
781	0.4096648126
782	0.4095856015
783	0.4095252847
784	0.4094706802
785	0.4094022511
786	0.409316016
787	0.4092406184
788	0.409176386
789	0.4090876377
790	0.4090406021
791	0.4089819733
792	0.4089380136
793	0.4088710667
794	0.4088041069
795	0.4087569938
796	0.4086923563
797	0.4086508049
798	0.4085686101
799	0.4085017408
800	0.4084382178
801	0.4084059676
802	0.408304775
803	0.4082133645
804	0.4081411099
805	0.4080840377
806	0.4080466702
807	0.4079955813
808	0.4079134493
809	0.4078569564
810	0.4077885976
811	0.4077428514
812	0.4076773406
813	0.4076102014
814	0.4075433969
815	0.4074928442
816	0.4074151436
817	0.40731524
818	0.4072266042
819	0.4071533119
820	0.4070744817
821	0.4069934351
822	0.4069482327
823	0.4068710065
824	0.4068089208
825	0.406763454
826	0.4067107966
827	0.4066873012
828	0.4066384359
829	0.4065600222
830	0.4064616382
831	0.4064199823
832	0.406392286
833	0.4063232882
834	0.406253944
835	0.4061983712
836	0.4061165565
837	0.4060487743
838	0.4059786158
839	0.4059088773
840	0.405833719
841	0.4057523932
842	0.405715134
843	0.4056455845
844	0.4055816454
845	0.4055246406
846	0.4054847482
847	0.4054392944
848	0.4053918646
849	0.4053585141
850	0.4053338093
851	0.4052974812
852	0.4052296424
853	0.4051375707
854	0.4050737248
855	0.4049717086
856	0.404891778
857	0.4048151471
858	0.4047407768
859	0.4047001279
860	0.4046672765
861	0.404599507
862	0.4045356446
863	0.4044848235
864	0.4044386899
865	0.4043573477
866	0.4043031319
867	0.4042235784
868	0.4041535203
869	0.4041236745
870	0.4040484497
871	0.4039802624
872	0.4039244668
873	0.4038980282
874	0.4038349091
875	0.4038079122
876	0.40375226
877	0.4036814948
878	0.4036057042
879	0.4035494169
880	0.4034940911
881	0.4034332618
882	0.4033749959
883	0.4032906523
884	0.4032077075
885	0.4031070728
886	0.4030324456
887	0.4029704063
888	0.4029047648
889	0.4028176045
890	0.4027603939
891	0.4027148161
892	0.4026649213
893	0.4025967948
894	0.4025511723
895	0.4024847373
896	0.4024115509
897	0.4023551362
898	0.4023066896
899	0.4022536363
900	0.402206073
901	0.4021424334
902	0.4020704091
903	0.402021798
904	0.4019677014
905	0.4018892441
906	0.4018259189
907	0.4017654234
908	0.4017203807
909	0.4016416268
910	0.4015368632
911	0.4014730076
912	0.4014074063
913	0.4013525945
914	0.4013071715
915	0.401255916
916	0.4011960348
917	0.4011589506
918	0.4011072594
919	0.4010253493
920	0.4009734972
921	0.4009139495
922	0.4008514158
923	0.4008069322
924	0.4007310674
925	0.4006651884
926	0.4006104476
927	0.4005567214
928	0.4005229393
929	0.4004596595
930	0.4003852379
931	0.4003170072
932	0.4002363303
933	0.4001533764
934	0.4001176028
935	0.4000536014
936	0.4000176846
937	0.3999319896
938	0.3998488907
939	0.3997796937
940	0.39972188
941	0.3996619942
942	0.3996055237
943	0.3995378973
944	0.3994802933
945	0.3994094526
946	0.3993444218
947	0.3992942657
948	0.3991995189
949	0.3991752306
950	0.399088456
951	0.3990129357
952	0.398966011
953	0.3989123147
954	0.398842762
955	0.3987743989
956	0.3987001251
957	0.3986351029
958	0.3985927564
959	0.3985417074
960	0.3985150113
961	0.398445667
962	0.398411401
963	0.3983521566
964	0.3983212264
965	0.3982608303
966	0.3981972074
967	0.3981350513
968	0.3980928568
969	0.3980479875
970	0.3979959322
971	0.3979325149
972	0.3978813135
973	0.3978222119
974	0.3977485333
975	0.3976793308
976	0.3976251792
977	0.3975874718
978	0.3975296202
979	0.3974538087
980	0.3974177189
981	0.3973969248
982	0.3973349751
983	0.3972644734
984	0.3972138743
985	0.3971811717
986	0.3971282785
987	0.397100115
988	0.3970474011
989	0.397031477
990	0.3969647014
991	0.3969068671
992	0.3968484401
993	0.3967768657
994	0.3967097463
995	0.3966598096
996	0.3966402155
997	0.3965584387
998	0.3965362254
999	0.3964961079
